ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,death_diff,confirmed_diff
15,Kansas,04-12-2020,1344,56,,1288.0,55.11612114,13253.0,298.0,4.166666667,543.4925249,22.17261905,,
65,Kansas,04-13-2020,1390,62,,1328.0,57.00253599771662,13864.0,309.0,4.460431654676259,568.549035303844,22.230215827338128,6.0,46.0
115,Kansas,04-14-2020,1441,69,,1372.0,59.09399595,14147.0,327.0,4.78834143,580.1545876,22.6925746,7.0,51.0
165,Kansas,04-15-2020,1504,71,,1433.0,61.67756412990345,14668.0,342.0,4.720744680851063,601.5202863413722,22.739361702127663,2.0,63.0
215,Kansas,04-16-2020,1615,80,,1535.0,66.2295652059801,16122.0,359.0,4.953560371517028,661.147399536106,22.229102167182663,9.0,111.0
265,Kansas,04-17-2020,1730,82,,1648.0,70.94560235687031,16901.0,375.0,4.739884393063584,693.0934251060492,21.676300578034677,2.0,115.0
315,Kansas,04-18-2020,1821,85,,1736.0,74.67742305887911,17676.0,383.0,4.667764964305327,724.875414601179,21.03239978034048,3.0,91.0
365,Kansas,04-19-2020,1905,93,,1812.0,78.12218062996416,18130.0,390.0,4.881889763779528,743.4935090925197,20.47244094488189,8.0,84.0
415,Kansas,04-20-2020,2048,102,,1946.0,83.98647030454939,18761.0,405.0,4.98046875,769.3701998943608,19.775390625,9.0,143.0
465,Kansas,04-21-2020,2164,109,,2055.0,88.74351647414301,19101.0,419.0,5.036968576709796,783.3132662535146,19.362292051756008,7.0,116.0
515,Kansas,04-22-2020,2331,112,,2219.0,95.59202259760971,20203.0,432.0,4.804804804804805,828.5052048646538,18.53281853281853,3.0,167.0
565,Kansas,04-23-2020,2721,113,,2608.0,111.58553989193304,21318.0,442.0,4.152884968761485,874.2302607189372,16.244027930907755,1.0,390.0
615,Kansas,04-24-2020,2959,118,,2841.0,121.34568634334065,23588.0,457.0,3.9878337276106803,967.3207331756403,15.44440689422102,5.0,238.0
665,Kansas,04-25-2020,3135,120,,3015.0,128.56327363513785,25199.0,474.0,3.827751196172249,1033.3862623068064,15.119617224880386,2.0,176.0
715,Kansas,04-26-2020,3277,121,,3156.0,134.38655429101968,26227.0,485.0,3.6924015868172098,1075.5435335338948,14.800122062862375,1.0,142.0
765,Kansas,04-27-2020,3473,126,,3347.0,142.42432195688474,27167.0,496.0,3.6279873308378923,1114.0920111150845,14.281600921393604,5.0,196.0
815,Kansas,04-28-2020,3652,127,,3525.0,149.76493630479212,28090.0,504.0,3.4775465498357065,1151.9433353783165,13.800657174151151,1.0,179.0
865,Kansas,04-29-2020,3839,134,266.0,3705.0,157.43362280232668,29458.0,515.0,3.490492315707216,1208.0436729645585,13.414951810367286,7.0,187.0
915,Kansas,04-30-2020,4413,134,272.0,4007.0,180.9727995380744,31626.0,523.0,3.0364831180602763,1296.9512255135146,11.851348289145706,0.0,574.0
965,Kansas,05-01-2020,4634,140,280.0,4214.0,190.03579267152432,33034.0,534.0,3.0211480362537766,1354.6919238478927,11.523521795425115,6.0,221.0
1015,Kansas,05-02-2020,4885,142,286.0,4457.0,200.3290563660761,34942.0,541.0,2.9068577277379735,1432.937131533967,11.074718526100307,2.0,251.0
1065,Kansas,05-03-2020,5156,144,286.0,4726.0,211.44250043469557,36778.0,547.0,2.7928626842513578,1508.2296898733966,10.60899922420481,2.0,271.0
1115,Kansas,05-04-2020,5383,156,291.0,4936.0,220.75154768036583,38603.0,553.0,2.8980122608211034,1583.0711490070896,10.273081924577374,12.0,227.0
1165,Kansas,05-05-2020,5648,161,296.0,5191.0,231.6189376367651,40092.0,566.0,2.8505665722379603,1644.133577856442,10.021246458923512,5.0,265.0
1215,Kansas,05-06-2020,5993,164,318.0,5511.0,245.7670490894357,42114.0,571.0,2.7365259469380945,1727.0538136747034,9.52778241281495,3.0,345.0
1265,Kansas,05-07-2020,6332,165,323.0,5844.0,259.6691064298861,44822.0,587.0,2.605811749842072,1838.1062363234923,9.27037271004422,1.0,339.0
1315,Kansas,05-08-2020,6667,168,332.0,6167.0,273.40712769552283,47708.0,608.0,2.519874006299685,1956.458264301485,9.11954402279886,3.0,335.0
1365,Kansas,05-09-2020,6829,174,350.0,6305.0,280.0505887254725,49933.0,635.0,2.547957241177332,2047.7033309165356,9.298579587055208,6.0,162.0
1415,Kansas,05-10-2020,6951,174,371.0,6406.0,285.0536890072865,52505.0,657.0,2.5032369443245566,2153.178527021663,9.451877427708244,0.0,122.0
1465,Kansas,05-11-2020,7159,180,376.0,6603.0,293.5835648975924,54109.0,660.0,2.514317642128789,2218.9569930219054,9.219164687805561,6.0,208.0
1515,Kansas,05-12-2020,7240,184,376.0,6680.0,296.9052954125671,54109.0,660.0,2.541436464088398,2218.9569930219054,9.116022099447514,4.0,81.0
1565,Kansas,05-13-2020,7518,188,422.0,6908.0,308.3058026121105,57628.0,704.0,2.5006650704974733,2363.2677298391463,9.364192604416068,4.0,278.0
1615,Kansas,05-14-2020,7705,189,422.0,7094.0,264.47543931069566,57628.0,704.0,2.4529526281635303,1978.090930122877,9.136924075275797,1.0,187.0
1665,Kansas,05-15-2020,7886,193,443.0,7250.0,270.6882951854829,61592.0,724.0,2.44737509510525,2114.1559062977767,9.180826781638348,4.0,181.0
1715,Kansas,05-16-2020,7939,195,443.0,7301.0,272.50752922616647,61592.0,724.0,2.456228744174329,2114.1559062977767,9.119536465549816,2.0,53.0
1765,Kansas,05-17-2020,7953,195,443.0,7315.0,272.9880816142716,61592.0,724.0,2.451904941531497,2114.1559062977767,9.103482962404124,0.0,14.0
1815,Kansas,05-18-2020,8303,198,465.0,7640.0,285.0018913168989,66990.0,740.0,2.384680236059256,2299.443177082869,8.912441286282066,3.0,350.0
1865,Kansas,05-19-2020,8353,199,465.0,7689.0,286.7181498458457,66990.0,740.0,2.3823775888902192,2299.443177082869,8.85909254160182,1.0,50.0
1915,Kansas,05-20-2020,8507,202,473.0,7832.0,292.0042261150017,71203.0,760.0,2.374515105207476,2444.055120731923,8.933819207711297,3.0,154.0
1965,Kansas,05-21-2020,8625,204,473.0,7948.0,296.0545962433161,71203.0,760.0,2.365217391304348,2444.055120731923,8.81159420289855,2.0,118.0
2015,Kansas,05-22-2020,8909,205,485.0,8219.0,305.8029446877336,76434.0,787.0,2.301043888202941,2623.6100880303325,8.833763609832753,1.0,284.0
2065,Kansas,05-23-2020,8946,205,485.0,8256.0,307.0729759991542,76434.0,787.0,2.2915269394142634,2623.6100880303325,8.797227811312318,0.0,37.0
2115,Kansas,05-24-2020,9004,205,485.0,8314.0,309.0638358927325,76434.0,787.0,2.2767658818302983,2623.6100880303325,8.74055975122168,0.0,58.0
2165,Kansas,05-25-2020,9125,207,493.0,8425.0,313.2171815327836,81399.0,800.0,2.2684931506849315,2794.034559954746,8.767123287671232,2.0,121.0
2215,Kansas,05-26-2020,9199,210,493.0,8496.0,315.7572441556248,81399.0,800.0,2.2828568322643767,2794.034559954746,8.696597456245245,3.0,74.0
2265,Kansas,05-27-2020,9291,213,534.0,8544.0,318.9151598488868,84488.0,822.0,2.292541168873103,2900.065011873077,8.847271553115917,3.0,92.0
2315,Kansas,05-28-2020,9371,214,534.0,8623.0,321.6611734952017,84488.0,822.0,2.2836410201686053,2900.065011873077,8.771742610180342,1.0,80.0
2365,Kansas,05-29-2020,9662,215,547.0,8900.0,331.6497981336718,94949.0,842.0,2.2252121713930864,3259.140621299317,8.714551852618506,1.0,291.0
2415,Kansas,05-30-2020,9690,215,547.0,8928.0,332.610902909882,94949.0,842.0,2.2187822497420018,3259.140621299317,8.68937048503612,0.0,28.0
